1.593736511403055900e+01,8.431762785652487935e+00,-4.635025079816301741e-01,3.154441547142884161e+00,1.090952355655522865e+01,8.224264868462732636e+00,-1.393247497719477934e+01,-8.268737549744070492e+00,-4.455914838956817725e+00,-5.560435933675661246e+00,-9.793676463686223244e+00,3.106996618408605570e+01,-7.340008532462402258e+00,-2.409441401247066139e+01,-3.304670384724167320e+01,-1.247589066046108819e+01,-5.510165705853000162e+01,-1.092929937704784038e+01,-1.502831490169237938e+01,-1.824463350817961071e+01,-7.042036096416735447e+00,-1.021972102268070870e+01,-1.049041474400105045e+01,-1.216074419135742701e+01,-3.284403042687133478e+01,-4.215857065157264216e+00,-9.461526434867359114e+00,1.000000000000000000e+00
8.390195302709805958e+00,8.431762785652487935e+00,-3.293691187226915673e+00,1.070161135846363720e+01,1.279631600938541425e+01,2.563887509972165191e+00,-1.959285233568534323e+01,-2.608360191253506599e+00,-8.229499744617195134e+00,-9.334020839336037767e+00,-8.850280237271128669e+00,2.069260769352000295e+01,-5.453216079632213997e+00,-2.315101778605556859e+01,-3.210330762082657685e+01,-1.153249443404599361e+01,-4.378090234154886673e+01,-8.099110697802558434e+00,-1.314152244886219201e+01,-2.013142596100979986e+01,-6.098639870001640872e+00,-9.276324796265619455e+00,-4.830037385510483006e+00,-1.027395173852723786e+01,-3.095723797404114208e+01,-5.159253291572358791e+00,-1.134831888769754826e+01,1.000000000000000000e+00
1.889437797443335398e+01,1.759838490515214460e+00,-1.100466033521551346e+01,-3.768030598319123570e+00,-2.130677367289649737e+00,2.231702616407751805e+00,-1.566270314724518542e+01,-8.527581761954879269e+00,-5.345748904508266008e+00,-6.255063557515051720e+00,-1.039372219563998634e+01,3.583430237064982293e+01,-4.901799520138270694e+00,-2.394427797360424393e+01,-3.025413414397443645e+01,-1.019425758993153863e+01,-5.892131962270976686e+01,-1.059779819642948517e+01,-1.120531438220533182e+01,-1.957205305212179880e+01,-3.850730031515557705e+00,-6.000168577816253901e+00,-1.092599741614811393e+01,-3.694796361855942735e+00,-2.344272835795812426e+01,-8.662945452866668283e-01,-1.011700243063047111e+01,0.000000000000000000e+00
2.125552641969588308e+01,8.601949413799282240e+00,-4.268937284660756504e+00,1.205679929760073321e+00,1.002487232870069533e+01,-9.555211334636002363e+00,-1.350895016120353276e+01,-4.728921618260951476e+00,-2.375269366377983360e+00,-6.455460487367701283e+00,-9.910352022677232142e+00,2.324374434195561889e+01,-7.232788645894135726e+00,-2.120882676382315424e+01,-3.268714233785375711e+01,-1.051232364307824696e+01,-7.007392897221484418e+01,-4.627943539516707006e+00,-1.276503754701224658e+01,-1.926270093522497717e+01,-5.085026374153455819e+00,6.091522314985553521e-02,-3.787899634654383618e+00,-1.331857089746588585e+01,-2.663968919649040856e+01,-5.058263933672991541e+00,-8.645583874295091675e+00,1.000000000000000000e+00
7.555671758416522721e+00,3.161429764763610706e+00,1.611853952949221735e+00,-4.751237667185144176e-01,1.213924584724907874e+01,1.024234803774809066e+01,-1.677642745564471838e+01,-7.356193554944759683e+00,-5.281031406539865358e+00,-3.605914647129449868e+00,-8.820723029507552937e+00,1.142977373845738498e+00,-7.300389553191324765e+00,-2.416843310944289058e+01,-3.294397198741655330e+01,-1.054020843986113931e+01,-7.400658290628541636e+01,-7.107348652578028947e+00,-2.244096342030129065e+01,-1.824799868499940203e+01,-6.069593067054899649e+00,-1.564717625522867195e+01,-1.137864492839256769e+01,-1.264429216309371640e+01,-3.070298773930517910e+01,-4.178018236934444296e+00,-1.134879531693206545e+01,0.000000000000000000e+00
7.236964514589431019e+00,1.046021819311834378e+01,-3.268350329882316885e+00,1.199466955419364211e+00,5.996255572360809083e+00,-1.294358722009491203e+00,-2.156452126579043949e+01,-8.224478316174579362e+00,-7.514820950925198417e-01,-6.283391291300965520e+00,-7.349327486712253332e+00,8.641988069832137853e+00,-4.997382355461573056e+00,-2.270480535930022725e+01,-2.875131495254714764e+01,-1.215980767628461656e+01,-4.368795944821997068e+01,-8.230614571397683932e+00,-1.056640045152530760e+01,-2.043011076353086963e+01,-4.856405113922467542e+00,-1.410166840234138874e+01,-5.297604980468832991e+00,5.301390134253644248e+00,-2.773016954847432203e+01,-1.898153002832034364e+00,-1.086981369482447235e+01,0.000000000000000000e+00
1.522173699546044290e+01,2.180538127084275857e+00,-6.180092965914454339e+00,-5.573432564766081398e+00,3.527329657943511165e+00,3.051337059201294721e+00,-1.578906273127893911e+01,-3.863320367145117729e+00,-7.085829299332939257e+00,-6.200468423775731708e+00,-1.231124749260160200e+01,3.759757542402363129e+01,-7.670719692773115383e+00,-1.279851562846513957e+01,-3.099206665073928946e+01,-9.171051279908638776e+00,-5.548229440896634657e+01,-1.065380690023019916e+01,-9.920997762639686357e+00,-1.770097567889704493e+01,-4.736032652037168944e+00,-1.141033510760220793e+01,-7.033095700474728318e+00,-1.059181144279482467e+01,-2.679766005380513860e+01,-4.582171246433119904e+00,-9.183543788650272433e+00,0.000000000000000000e+00
1.852311375554352679e+01,5.723135983654913161e+00,-6.146629774342731167e+00,1.254414012232766495e+01,2.442857321859982989e+01,1.331439642150541758e+01,-2.185098151024685365e+01,-7.492319162027019530e+00,-6.204240849109403655e+00,-6.469280965288572993e+00,-1.082041237509489306e+01,2.979247618903330874e+01,-6.320026672784261557e+00,-1.246454710979791614e+01,-3.184647797126378421e+01,-6.760674327290056240e+00,-6.498751165994909229e+01,-1.397550073298921447e+01,-1.192920843541142162e+01,-1.829797008005837355e+01,-3.218295998304150363e+00,-2.066616683091494622e+01,-7.589696404440761768e+00,-1.262695881704438250e+00,-2.113473008711137169e+01,-2.256929356684671539e+00,-1.049596099402732818e+01,0.000000000000000000e+00
1.356141512843085728e+01,1.063040482126513808e+01,-4.430573437582054908e-01,-7.672641138951625805e-01,-1.584077660787468034e+01,-5.902226659160348277e+00,-2.017963077145238415e+01,-8.458247290351836867e+00,-6.271914789629589926e+00,-6.235019618577913647e+00,-1.318028875998897576e+01,6.485128312158110475e+00,-6.794924373655210736e+00,-1.978327920678928109e+01,-3.124889630030208920e+01,-1.113065215935101016e+01,-6.072671833405218678e+01,-1.424731803305792077e+01,-1.018991554967536217e+01,-1.669525815463732954e+01,-6.690949749251282164e+00,-1.515077159945781915e+01,-9.008387265551636602e+00,-7.302977452357964694e+00,-3.480525329563158721e+01,-2.749544597313619221e+00,-8.140124503524443611e+00,0.000000000000000000e+00
1.422233842508318702e+01,8.875715479049326007e+00,-5.054812713717446115e+00,1.429638138043390683e+00,1.213924584724907874e+01,7.385205180605236563e+00,-1.772880840802567093e+01,-6.403812602563808021e+00,-4.328650454158911920e+00,-7.415438456653259180e+00,-9.773103981888503711e+00,3.161916785003620589e+01,-8.252770505572277315e+00,-2.607319501420479568e+01,-3.199159103503560075e+01,-9.587827487480186761e+00,-5.210182100152351836e+01,-1.663115817638755090e+01,-9.107630086967958505e+00,-2.015276058976130713e+01,-6.069593067054899649e+00,-1.088527149332391275e+01,-9.473883023630662592e+00,6.403326884525334606e+00,-2.594108297740041280e+01,-1.320875379791587090e+00,-1.230117626931301800e+01,1.000000000000000000e+00
